instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
4029,2011-06-21,Fall,2011,6,18,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.7273,0.7,0.2537,67,469,536,Musim Gugur,Berawan/Berkabut,Juni
4030,2011-06-21,Fall,2011,6,19,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.74,0.7121,0.74,0.2239,67,358,425,Musim Gugur,Berawan/Berkabut,Juni
4031,2011-06-21,Fall,2011,6,20,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.74,0.697,0.7,0.2239,72,254,326,Musim Gugur,Hujan Ringan/Salju,Juni
4032,2011-06-21,Fall,2011,6,21,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.194,38,191,229,Musim Gugur,Cerah,Juni
4033,2011-06-21,Fall,2011,6,22,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.79,0.1045,12,97,109,Musim Gugur,Cerah,Juni
4034,2011-06-21,Fall,2011,6,23,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.1045,11,53,64,Musim Gugur,Cerah,Juni
4035,2011-06-22,Fall,2011,6,0,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.78,0.194,15,18,33,Musim Gugur,Cerah,Juni
4036,2011-06-22,Fall,2011,6,1,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.78,0.1343,2,19,21,Musim Gugur,Cerah,Juni
4037,2011-06-22,Fall,2011,6,2,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.78,0.0,2,5,7,Musim Gugur,Cerah,Juni
4038,2011-06-22,Fall,2011,6,3,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.78,0.1343,0,7,7,Musim Gugur,Cerah,Juni
4039,2011-06-22,Fall,2011,6,4,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.83,0.0,3,8,11,Musim Gugur,Cerah,Juni
4040,2011-06-22,Fall,2011,6,5,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.0,2,21,23,Musim Gugur,Cerah,Juni
4041,2011-06-22,Fall,2011,6,6,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.0,12,110,122,Musim Gugur,Cerah,Juni
4042,2011-06-22,Fall,2011,6,7,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.79,0.0,23,288,311,Musim Gugur,Cerah,Juni
4043,2011-06-22,Fall,2011,6,8,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.1045,27,396,423,Musim Gugur,Cerah,Juni
4044,2011-06-22,Fall,2011,6,9,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.79,0.1642,14,205,219,Musim Gugur,Cerah,Juni
4045,2011-06-22,Fall,2011,6,10,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.7,0.2537,31,104,135,Musim Gugur,Cerah,Juni
4046,2011-06-22,Fall,2011,6,11,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.7,0.1642,37,108,145,Musim Gugur,Cerah,Juni
4047,2011-06-22,Fall,2011,6,12,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.8,0.7727,0.59,0.2239,44,144,188,Musim Gugur,Berawan/Berkabut,Juni
4048,2011-06-22,Fall,2011,6,13,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.82,0.7879,0.56,0.2537,34,113,147,Musim Gugur,Berawan/Berkabut,Juni
4049,2011-06-22,Fall,2011,6,14,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.82,0.7727,0.52,0.2836,32,113,145,Musim Gugur,Berawan/Berkabut,Juni
4050,2011-06-22,Fall,2011,6,15,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.82,0.7879,0.56,0.2836,32,114,146,Musim Gugur,Berawan/Berkabut,Juni
4051,2011-06-22,Fall,2011,6,16,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.82,0.803,0.59,0.3284,34,224,258,Musim Gugur,Berawan/Berkabut,Juni
4052,2011-06-22,Fall,2011,6,17,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.8,0.7576,0.55,0.3881,67,462,529,Musim Gugur,Berawan/Berkabut,Juni
4053,2011-06-22,Fall,2011,6,18,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.8,0.7727,0.59,0.2537,66,447,513,Musim Gugur,Berawan/Berkabut,Juni
4054,2011-06-22,Fall,2011,6,19,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.8,0.7424,0.52,0.2537,62,280,342,Musim Gugur,Berawan/Berkabut,Juni
4055,2011-06-22,Fall,2011,6,20,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.7121,0.74,0.1343,52,230,282,Musim Gugur,Cerah,Juni
4056,2011-06-22,Fall,2011,6,21,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.7121,0.79,0.1642,31,216,247,Musim Gugur,Cerah,Juni
4057,2011-06-22,Fall,2011,6,22,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.697,0.79,0.194,25,123,148,Musim Gugur,Berawan/Berkabut,Juni
4058,2011-06-22,Fall,2011,6,23,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.697,0.79,0.2239,14,91,105,Musim Gugur,Berawan/Berkabut,Juni
4059,2011-06-23,Fall,2011,6,0,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.79,0.2239,5,44,49,Musim Gugur,Cerah,Juni
4060,2011-06-23,Fall,2011,6,1,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.2239,5,26,31,Musim Gugur,Cerah,Juni
4061,2011-06-23,Fall,2011,6,2,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.2239,0,4,4,Musim Gugur,Cerah,Juni
4062,2011-06-23,Fall,2011,6,3,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.697,0.74,0.1642,1,4,5,Musim Gugur,Berawan/Berkabut,Juni
4063,2011-06-23,Fall,2011,6,4,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6667,0.79,0.1343,0,7,7,Musim Gugur,Berawan/Berkabut,Juni
4064,2011-06-23,Fall,2011,6,5,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.1642,2,22,24,Musim Gugur,Cerah,Juni
4065,2011-06-23,Fall,2011,6,6,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.1642,8,92,100,Musim Gugur,Cerah,Juni
4066,2011-06-23,Fall,2011,6,7,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.697,0.74,0.1343,26,301,327,Musim Gugur,Berawan/Berkabut,Juni
4067,2011-06-23,Fall,2011,6,8,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.74,0.697,0.7,0.194,20,412,432,Musim Gugur,Berawan/Berkabut,Juni
4068,2011-06-23,Fall,2011,6,9,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.74,0.697,0.7,0.1343,33,194,227,Musim Gugur,Berawan/Berkabut,Juni
4069,2011-06-23,Fall,2011,6,10,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.7273,0.66,0.1343,39,88,127,Musim Gugur,Berawan/Berkabut,Juni
4070,2011-06-23,Fall,2011,6,11,0,4,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.76,0.7273,0.66,0.2537,28,108,136,Musim Gugur,Hujan Ringan/Salju,Juni
4071,2011-06-23,Fall,2011,6,12,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.7273,0.66,0.2836,30,130,160,Musim Gugur,Berawan/Berkabut,Juni
4072,2011-06-23,Fall,2011,6,13,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.7121,0.62,0.2836,37,149,186,Musim Gugur,Berawan/Berkabut,Juni
4073,2011-06-23,Fall,2011,6,14,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.7273,0.66,0.2985,46,103,149,Musim Gugur,Berawan/Berkabut,Juni
4074,2011-06-23,Fall,2011,6,15,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.697,0.52,0.3582,62,127,189,Musim Gugur,Berawan/Berkabut,Juni
4075,2011-06-23,Fall,2011,6,16,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.74,0.6818,0.62,0.2985,58,217,275,Musim Gugur,Berawan/Berkabut,Juni
4076,2011-06-23,Fall,2011,6,17,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6818,0.7,0.3582,74,495,569,Musim Gugur,Berawan/Berkabut,Juni
4077,2011-06-23,Fall,2011,6,18,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6818,0.7,0.4179,57,483,540,Musim Gugur,Cerah,Juni
4078,2011-06-23,Fall,2011,6,19,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6818,0.7,0.3582,56,344,400,Musim Gugur,Cerah,Juni
4079,2011-06-23,Fall,2011,6,20,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2239,75,277,352,Musim Gugur,Cerah,Juni
4080,2011-06-23,Fall,2011,6,21,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.194,46,188,234,Musim Gugur,Cerah,Juni
4081,2011-06-23,Fall,2011,6,22,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6667,0.74,0.2239,23,139,162,Musim Gugur,Berawan/Berkabut,Juni
4082,2011-06-23,Fall,2011,6,23,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2836,15,90,105,Musim Gugur,Cerah,Juni
4083,2011-06-24,Fall,2011,6,0,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.79,0.194,10,53,63,Musim Gugur,Cerah,Juni
4084,2011-06-24,Fall,2011,6,1,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.3284,8,20,28,Musim Gugur,Cerah,Juni
4085,2011-06-24,Fall,2011,6,2,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.3284,4,10,14,Musim Gugur,Cerah,Juni
4086,2011-06-24,Fall,2011,6,3,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.1642,1,4,5,Musim Gugur,Cerah,Juni
4087,2011-06-24,Fall,2011,6,4,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.0896,1,8,9,Musim Gugur,Cerah,Juni
4088,2011-06-24,Fall,2011,6,5,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.0896,2,18,20,Musim Gugur,Cerah,Juni
4089,2011-06-24,Fall,2011,6,6,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.1343,4,87,91,Musim Gugur,Cerah,Juni
4090,2011-06-24,Fall,2011,6,7,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6061,0.83,0.2239,21,247,268,Musim Gugur,Berawan/Berkabut,Juni
4091,2011-06-24,Fall,2011,6,8,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2239,27,439,466,Musim Gugur,Cerah,Juni
4092,2011-06-24,Fall,2011,6,9,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.62,0.1343,28,203,231,Musim Gugur,Cerah,Juni
4093,2011-06-24,Fall,2011,6,10,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7273,0.43,0.2836,43,102,145,Musim Gugur,Cerah,Juni
4094,2011-06-24,Fall,2011,6,11,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7121,0.38,0.3284,56,147,203,Musim Gugur,Cerah,Juni
4095,2011-06-24,Fall,2011,6,12,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7121,0.41,0.2836,51,150,201,Musim Gugur,Cerah,Juni
4096,2011-06-24,Fall,2011,6,13,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7121,0.36,0.2239,43,178,221,Musim Gugur,Cerah,Juni
4097,2011-06-24,Fall,2011,6,14,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.43,0.2836,67,162,229,Musim Gugur,Cerah,Juni
4098,2011-06-24,Fall,2011,6,15,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.82,0.7273,0.34,0.3881,69,147,216,Musim Gugur,Cerah,Juni
4099,2011-06-24,Fall,2011,6,16,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.697,0.33,0.4179,80,247,327,Musim Gugur,Cerah,Juni
4100,2011-06-24,Fall,2011,6,17,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2537,85,472,557,Musim Gugur,Cerah,Juni
4101,2011-06-24,Fall,2011,6,18,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2985,87,365,452,Musim Gugur,Cerah,Juni
4102,2011-06-24,Fall,2011,6,19,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.2239,92,293,385,Musim Gugur,Cerah,Juni
4103,2011-06-24,Fall,2011,6,20,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.1642,66,222,288,Musim Gugur,Cerah,Juni
4104,2011-06-24,Fall,2011,6,21,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.48,0.1343,50,183,233,Musim Gugur,Cerah,Juni
4105,2011-06-24,Fall,2011,6,22,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.48,0.0,41,126,167,Musim Gugur,Cerah,Juni
4106,2011-06-24,Fall,2011,6,23,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.51,0.1343,33,139,172,Musim Gugur,Cerah,Juni
4107,2011-06-25,Fall,2011,6,0,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.47,0.1642,19,97,116,Musim Gugur,Cerah,Juni
4108,2011-06-25,Fall,2011,6,1,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.5,0.1642,20,75,95,Musim Gugur,Cerah,Juni
4109,2011-06-25,Fall,2011,6,2,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.5,0.194,8,51,59,Musim Gugur,Berawan/Berkabut,Juni
4110,2011-06-25,Fall,2011,6,3,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.57,0.194,18,21,39,Musim Gugur,Cerah,Juni
4111,2011-06-25,Fall,2011,6,4,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.57,0.194,7,4,11,Musim Gugur,Cerah,Juni
4112,2011-06-25,Fall,2011,6,5,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.61,0.1343,6,8,14,Musim Gugur,Cerah,Juni
4113,2011-06-25,Fall,2011,6,6,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.57,0.2239,12,17,29,Musim Gugur,Cerah,Juni
4114,2011-06-25,Fall,2011,6,7,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.57,0.2836,7,35,42,Musim Gugur,Cerah,Juni
4115,2011-06-25,Fall,2011,6,8,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.48,0.2537,27,85,112,Musim Gugur,Cerah,Juni
4116,2011-06-25,Fall,2011,6,9,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.2537,47,139,186,Musim Gugur,Cerah,Juni
4117,2011-06-25,Fall,2011,6,10,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.194,99,203,302,Musim Gugur,Cerah,Juni
4118,2011-06-25,Fall,2011,6,11,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.42,0.0,122,209,331,Musim Gugur,Cerah,Juni
4119,2011-06-25,Fall,2011,6,12,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.2836,140,252,392,Musim Gugur,Cerah,Juni
4120,2011-06-25,Fall,2011,6,13,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.2836,140,231,371,Musim Gugur,Cerah,Juni
4121,2011-06-25,Fall,2011,6,14,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.45,0.2985,151,232,383,Musim Gugur,Cerah,Juni
4122,2011-06-25,Fall,2011,6,15,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.45,0.0,157,235,392,Musim Gugur,Cerah,Juni
4123,2011-06-25,Fall,2011,6,16,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.43,0.2985,175,235,410,Musim Gugur,Cerah,Juni
4124,2011-06-25,Fall,2011,6,17,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.42,0.2239,152,247,399,Musim Gugur,Cerah,Juni
4125,2011-06-25,Fall,2011,6,18,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.2537,108,199,307,Musim Gugur,Cerah,Juni
4126,2011-06-25,Fall,2011,6,19,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.48,0.2836,121,254,375,Musim Gugur,Cerah,Juni
4127,2011-06-25,Fall,2011,6,20,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.48,0.194,74,195,269,Musim Gugur,Cerah,Juni
4128,2011-06-25,Fall,2011,6,21,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.51,0.1642,62,140,202,Musim Gugur,Cerah,Juni
4129,2011-06-25,Fall,2011,6,22,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.47,0.194,61,126,187,Musim Gugur,Cerah,Juni
4130,2011-06-25,Fall,2011,6,23,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.5,0.2985,49,130,179,Musim Gugur,Berawan/Berkabut,Juni
4131,2011-06-26,Fall,2011,6,0,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.53,0.0,30,85,115,Musim Gugur,Cerah,Juni
4132,2011-06-26,Fall,2011,6,1,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.53,0.1045,17,73,90,Musim Gugur,Cerah,Juni
4133,2011-06-26,Fall,2011,6,2,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.57,0.1045,17,70,87,Musim Gugur,Cerah,Juni
4134,2011-06-26,Fall,2011,6,3,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.6,0.6061,0.64,0.1045,12,22,34,Musim Gugur,Cerah,Juni
4135,2011-06-26,Fall,2011,6,4,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.6,0.6061,0.64,0.0896,3,8,11,Musim Gugur,Cerah,Juni
4136,2011-06-26,Fall,2011,6,5,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.6,0.6061,0.64,0.0,3,9,12,Musim Gugur,Cerah,Juni
4137,2011-06-26,Fall,2011,6,6,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.6,0.6061,0.64,0.0,7,13,20,Musim Gugur,Cerah,Juni
4138,2011-06-26,Fall,2011,6,7,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.61,0.0,24,27,51,Musim Gugur,Cerah,Juni
4139,2011-06-26,Fall,2011,6,8,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.61,0.194,29,78,107,Musim Gugur,Cerah,Juni
4140,2011-06-26,Fall,2011,6,9,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.54,0.0896,75,131,206,Musim Gugur,Cerah,Juni
4141,2011-06-26,Fall,2011,6,10,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.48,0.1045,136,196,332,Musim Gugur,Cerah,Juni
4142,2011-06-26,Fall,2011,6,11,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.1343,127,219,346,Musim Gugur,Cerah,Juni
4143,2011-06-26,Fall,2011,6,12,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.1642,175,268,443,Musim Gugur,Cerah,Juni
4144,2011-06-26,Fall,2011,6,13,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.0,197,245,442,Musim Gugur,Cerah,Juni
4145,2011-06-26,Fall,2011,6,14,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.1343,197,246,443,Musim Gugur,Cerah,Juni
4146,2011-06-26,Fall,2011,6,15,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.0,174,229,403,Musim Gugur,Cerah,Juni
4147,2011-06-26,Fall,2011,6,16,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.42,0.194,177,278,455,Musim Gugur,Cerah,Juni
4148,2011-06-26,Fall,2011,6,17,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6515,0.42,0.1642,178,243,421,Musim Gugur,Berawan/Berkabut,Juni
4149,2011-06-26,Fall,2011,6,18,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6515,0.45,0.2537,117,265,382,Musim Gugur,Berawan/Berkabut,Juni
4150,2011-06-26,Fall,2011,6,19,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.48,0.1343,89,228,317,Musim Gugur,Berawan/Berkabut,Juni
4151,2011-06-26,Fall,2011,6,20,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.48,0.1045,55,158,213,Musim Gugur,Berawan/Berkabut,Juni
4152,2011-06-26,Fall,2011,6,21,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.54,0.1045,48,135,183,Musim Gugur,Berawan/Berkabut,Juni
4153,2011-06-26,Fall,2011,6,22,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.51,0.0,19,95,114,Musim Gugur,Cerah,Juni
4154,2011-06-26,Fall,2011,6,23,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.0896,14,64,78,Musim Gugur,Cerah,Juni
4155,2011-06-27,Fall,2011,6,0,0,1,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.6061,0.73,0.2836,7,25,32,Musim Gugur,Hujan Ringan/Salju,Juni
4156,2011-06-27,Fall,2011,6,1,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.1343,4,11,15,Musim Gugur,Berawan/Berkabut,Juni
4157,2011-06-27,Fall,2011,6,2,0,1,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.62,0.5909,0.78,0.1343,3,3,6,Musim Gugur,Hujan Ringan/Salju,Juni
4158,2011-06-27,Fall,2011,6,3,0,1,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.62,0.5909,0.78,0.1343,0,2,2,Musim Gugur,Hujan Ringan/Salju,Juni
4159,2011-06-27,Fall,2011,6,4,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.1642,1,8,9,Musim Gugur,Berawan/Berkabut,Juni
4160,2011-06-27,Fall,2011,6,5,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5758,0.83,0.1642,1,21,22,Musim Gugur,Berawan/Berkabut,Juni
4161,2011-06-27,Fall,2011,6,6,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.1642,4,90,94,Musim Gugur,Berawan/Berkabut,Juni
4162,2011-06-27,Fall,2011,6,7,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.2239,14,247,261,Musim Gugur,Berawan/Berkabut,Juni
4163,2011-06-27,Fall,2011,6,8,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.74,0.194,29,418,447,Musim Gugur,Cerah,Juni
4164,2011-06-27,Fall,2011,6,9,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.54,0.0,37,150,187,Musim Gugur,Berawan/Berkabut,Juni
4165,2011-06-27,Fall,2011,6,10,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.54,0.1343,55,95,150,Musim Gugur,Berawan/Berkabut,Juni
4166,2011-06-27,Fall,2011,6,11,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.58,0.0,55,95,150,Musim Gugur,Berawan/Berkabut,Juni
4167,2011-06-27,Fall,2011,6,12,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.54,0.0,40,130,170,Musim Gugur,Berawan/Berkabut,Juni
4168,2011-06-27,Fall,2011,6,13,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.58,0.2239,37,127,164,Musim Gugur,Berawan/Berkabut,Juni
